Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-11721,12861393,"non-ascii characters shows improper with ""insert into""",Aleksei,Jun_Yin,Major,Closed,Fixed,02/Sep/15 20:37,16/Feb/16 23:50,
Bug,HIVE-11710,12861096,Beeline embedded mode doesn't output query progress after setting any session property,aihuaxu,aihuaxu,Major,Closed,Fixed,01/Sep/15 19:12,12/Dec/18 13:59,
Bug,HIVE-11705,12860870,refactor SARG stripe filtering for ORC into a separate method,sershe,sershe,Major,Closed,Fixed,01/Sep/15 01:45,16/Feb/16 23:51,
Bug,HIVE-11698,12860757,Add additional test for PointLookupOptimizer,jcamacho,jcamacho,Major,Closed,Fixed,31/Aug/15 17:57,27/Feb/24 22:23,
Bug,HIVE-11696,12860707,Exception when table-level serde is Parquet while partition-level serde is JSON,aihuaxu,aihuaxu,Major,Closed,Fixed,31/Aug/15 15:03,16/Feb/16 23:50,
Bug,HIVE-11669,12859700,OrcFileDump service should support directories,prasanth_j,prasanth_j,Major,Closed,Fixed,27/Aug/15 19:34,16/Feb/16 23:52,
Bug,HIVE-11658,12859457,Load data file format validation does not work with directories,prasanth_j,prasanth_j,Major,Closed,Fixed,26/Aug/15 22:13,16/Feb/16 23:50,
Bug,HIVE-11652,12858961,Avoid expensive call to removeAll in DefaultGraphWalker,jcamacho,jcamacho,Major,Closed,Fixed,26/Aug/15 12:08,27/Feb/24 22:24,
Bug,HIVE-11604,12857213,HIVE return wrong results in some queries with PTF function,ychena,ychena,Major,Closed,Fixed,19/Aug/15 13:40,27/Feb/24 22:23,
Bug,HIVE-11602,12857157,Support Struct with different field types in query,jcamacho,jcamacho,Major,Closed,Fixed,19/Aug/15 09:31,27/Feb/24 22:23,
Bug,HIVE-11596,12857022,"nvl(x, y) throws NPE if type x and type y doesn't match, rather than throwing the meaningful error",aihuaxu,aihuaxu,Minor,Closed,Fixed,18/Aug/15 19:48,16/Feb/16 23:53,
Bug,HIVE-11594,12856853,Analyze Table For Columns cannot handle columns with embedded spaces,gopalv,gopalv,Major,Closed,Fixed,18/Aug/15 08:43,16/Feb/16 23:53,
Bug,HIVE-11592,12856790,ORC metadata section can sometimes exceed protobuf message size limit,oceaneast,prasanth_j,Major,Closed,Fixed,18/Aug/15 00:48,27/Jan/23 15:36,
Bug,HIVE-11590,12856771,AvroDeserializer is very chatty,swarnim,swarnim,Major,Closed,Fixed,17/Aug/15 22:52,16/Feb/16 23:53,
Bug,HIVE-11581,12856684,HiveServer2 should store connection params in ZK when using dynamic service discovery for simpler client connection string.,vgumashta,vgumashta,Major,Closed,Fixed,17/Aug/15 18:10,15/Aug/16 20:54,
Bug,HIVE-11578,12856497,ATS hook fails for ExplainWork,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,17/Aug/15 02:04,16/Feb/16 23:50,
Bug,HIVE-11573,12856339,PointLookupOptimizer can be pessimistic at a low nDV,gopalv,gopalv,Major,Closed,Fixed,15/Aug/15 06:16,27/Feb/24 22:23,
Bug,HIVE-11556,12856117,HiveFilter.copy should take the condition given as a parameter,jcamacho,jcamacho,Major,Closed,Fixed,14/Aug/15 09:58,27/Feb/24 22:23,
Bug,HIVE-11546,12855785,Projected columns read size should be scaled to split size for ORC Splits,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Aug/15 07:18,16/Feb/16 23:50,
Bug,HIVE-11541,12855718,"ORC: Split Strategy should depend on global file count, not per-partition",gopalv,gopalv,Major,Closed,Fixed,12/Aug/15 23:14,16/Feb/16 23:52,
Bug,HIVE-11511,12853858,Output the message of orcfiledump when ORC files are not specified,sinchii,sinchii,Major,Closed,Fixed,10/Aug/15 14:08,16/Feb/16 23:51,
Bug,HIVE-11498,12852878,HIVE Authorization v2 should not check permission for dummy entity,dapengsun,dapengsun,Major,Closed,Fixed,07/Aug/15 05:03,16/Feb/16 23:51,
Bug,HIVE-11497,12852844,Make sure --orcfiledump utility includes OrcRecordUpdate.AcidStats,prasanth_j,ekoifman,Major,Closed,Fixed,07/Aug/15 00:59,16/Feb/16 23:51,
Bug,HIVE-11493,12852684,Predicate with integer column equals double evaluates to false,pxiong,prasanth_j,Blocker,Closed,Fixed,06/Aug/15 20:29,16/Feb/16 23:49,
Bug,HIVE-11476,12852399,TypeInfoParser cannot handle column names with spaces in them,gopalv,gopalv,Minor,Closed,Fixed,05/Aug/15 22:25,16/Feb/16 23:53,
Bug,HIVE-11472,12852373,ORC StringDirectTreeReader is thrashing the GC due to byte[] allocation per row,gopalv,gopalv,Minor,Closed,Fixed,05/Aug/15 20:32,16/Feb/16 23:50,
Bug,HIVE-11468,12852336,Vectorize: Struct IN() clauses,mmccline,mmccline,Critical,Closed,Fixed,05/Aug/15 18:19,16/Feb/16 23:52,
Bug,HIVE-11462,12851583,GenericUDFStruct should constant fold at compile time,gopalv,gopalv,Major,Closed,Fixed,05/Aug/15 04:38,09/Aug/18 15:37,
Bug,HIVE-11452,12851340,HIVE-11321 broke ORC bloom filter index creation,prasanth_j,prasanth_j,Critical,Closed,Fixed,04/Aug/15 08:25,16/Feb/16 23:53,
Bug,HIVE-11451,12851334,SemanticAnalyzer throws IndexOutOfBounds Exception,aihuaxu,prasanth_j,Critical,Closed,Fixed,04/Aug/15 07:58,16/Feb/16 23:51,
Bug,HIVE-11446,12851209,"""Select distinct"" always gives OOM error in the local run",,aihuaxu,Major,Resolved,Cannot Reproduce,03/Aug/15 21:07,04/Aug/15 14:13,
Bug,HIVE-11434,12850771,Followup for HIVE-10166: reuse existing configurations for prewarming Spark executors,xuefuz,xuefuz,Major,Closed,Fixed,01/Aug/15 13:32,05/Sep/17 06:24,
Bug,HIVE-11433,12850743,NPE for a multiple inner join query,xuefuz,xuefuz,Major,Closed,Fixed,01/Aug/15 06:30,16/Feb/16 23:50,
Bug,HIVE-11430,12850716,Followup HIVE-10166: investigate and fix the two test failures,xuefuz,xuefuz,Major,Closed,Fixed,31/Jul/15 22:59,16/Feb/16 23:52,
Bug,HIVE-11428,12850704,Performance: Struct IN() clauses are extremely slow (~10x slower) ,hsubramaniyan,gopalv,Major,Closed,Fixed,31/Jul/15 21:36,16/Feb/16 23:52,
Bug,HIVE-11425,12850654,submitting a query via CLI against a running cluster fails with ClassNotFoundException: org.apache.hadoop.hive.common.type.HiveDecimal,ekoifman,ekoifman,Major,Closed,Fixed,31/Jul/15 17:50,16/Feb/16 23:52,
Bug,HIVE-11423,12850502,Ship hive-storage-api along with hive-exec jar to all Tasks,,gopalv,Blocker,Resolved,Duplicate,31/Jul/15 04:12,01/Aug/15 01:30,
Bug,HIVE-11413,12850334,Error in detecting availability of HiveSemanticAnalyzerHooks,raajay,raajay,Trivial,Closed,Fixed,30/Jul/15 19:02,16/Feb/16 23:51,
Bug,HIVE-11406,12850113,Vectorization: StringExpr::compare() == 0 is bad for performance,mmccline,gopalv,Major,Closed,Fixed,29/Jul/15 23:39,16/Feb/16 23:53,
Bug,HIVE-11397,12849830,Parse Hive OR clauses as they are written into the AST,jcamacho,gopalv,Major,Closed,Fixed,29/Jul/15 02:39,27/Feb/24 22:24,
Bug,HIVE-11375,12849272,Broken processing of queries containing NOT (x IS NOT NULL and x <> 0),aihuaxu,mariusz.sakowski,Major,Closed,Fixed,27/Jul/15 09:50,16/Feb/16 23:51,
Bug,HIVE-11332,12846713,Unicode table comments do not work,,sershe,Major,Resolved,Duplicate,21/Jul/15 23:06,16/Sep/15 18:38,
Bug,HIVE-11312,12846189,ORC format: where clause with CHAR data type not returning any rows,prasanth_j,tfriedr,Blocker,Closed,Fixed,19/Jul/15 23:13,02/Jun/16 10:17,
Bug,HIVE-11303,12846042,Getting Tez LimitExceededException after dag execution on large query,jdere,jdere,Major,Closed,Fixed,18/Jul/15 01:31,16/Feb/16 23:50,
Bug,HIVE-11293,12845955,HiveConnection.setAutoCommit(true) throws exception,mwegrz,ashf72,Minor,Closed,Fixed,17/Jul/15 18:45,28/May/17 18:54,
Bug,HIVE-11284,12845704,Fix cbo_rp_join0 failure on master,jcamacho,ashutoshc,Major,Closed,Fixed,16/Jul/15 20:13,27/Feb/24 22:23,
Bug,HIVE-11258,12845049,The function drop_database_core() of HiveMetaStore.java may not drop all the tables,aihuaxu,aihuaxu,Major,Closed,Fixed,14/Jul/15 19:14,16/Feb/16 23:51,
Bug,HIVE-11255,12844978,get_table_objects_by_name() in HiveMetaStore.java needs to retrieve table objects in multiple batches ,aihuaxu,aihuaxu,Major,Closed,Fixed,14/Jul/15 15:39,04/Oct/17 21:53,
Bug,HIVE-11237,12844693,"Unable to drop a default partition with ""int"" type",aihuaxu,aihuaxu,Major,Resolved,Duplicate,13/Jul/15 16:30,13/Jul/15 17:10,
Bug,HIVE-11230,12844221,IMetaStoreClient getPartition method arguments incorrectly named,teabot,teabot,Minor,Closed,Fixed,10/Jul/15 17:01,16/Feb/16 23:52,
Bug,HIVE-11229,12844183,Mutation API: Coordinator communication with meta store should be optional,teabot,teabot,Major,Closed,Fixed,10/Jul/15 14:24,16/Feb/16 23:51,
Bug,HIVE-11228,12844180,Mutation API should use semi-shared locks.,teabot,teabot,Major,Closed,Fixed,10/Jul/15 13:59,16/Feb/16 23:52,
Bug,HIVE-11221,12843969,"In Tez mode, alter table concatenate orc files can intermittently fail with NPE",prasanth_j,prasanth_j,Major,Closed,Fixed,09/Jul/15 21:10,22/Mar/16 21:53,
Bug,HIVE-11215,12843786,Vectorized grace hash-join throws FileUtil warnings,gopalv,gopalv,Minor,Closed,Fixed,09/Jul/15 07:20,16/Feb/16 23:50,
Bug,HIVE-11202,12843419,Update golden files on master,ashutoshc,ashutoshc,Major,Closed,Fixed,08/Jul/15 06:38,27/Feb/24 22:23,
Bug,HIVE-11198,12843365,Fix load data query file format check for partitioned tables,prasanth_j,prasanth_j,Major,Closed,Fixed,08/Jul/15 01:06,16/Feb/16 23:52,
Bug,HIVE-11194,12843307,Exchange partition on external tables should fail with error message when target folder already exists,aihuaxu,aihuaxu,Major,Closed,Fixed,07/Jul/15 21:15,16/Feb/16 23:50,
Bug,HIVE-11165,12842183,Calcite planner might have a thread-safety issue compiling in parallel,jcamacho,gopalv,Major,Resolved,Cannot Reproduce,02/Jul/15 04:12,27/Feb/24 22:24,
Bug,HIVE-11157,12841876,Hive.get(HiveConf) returns same Hive object to different user sessions,ctang,ctang,Major,Closed,Fixed,01/Jul/15 02:59,16/Feb/16 23:50,
Bug,HIVE-11135,12841101,Fix the Beeline set and save command in order to avoid the NullPointerException,sinchii,sinchii,Major,Closed,Fixed,27/Jun/15 16:21,16/Feb/16 23:50,
Bug,HIVE-11122,12840726,ORC should not record the timezone information when there are no timestamp columns,prasanth_j,prasanth_j,Major,Closed,Fixed,26/Jun/15 02:57,16/Feb/16 23:50,
Bug,HIVE-11120,12840722,Generic interface for file format validation,prasanth_j,prasanth_j,Major,Closed,Fixed,26/Jun/15 02:42,16/Feb/16 23:50,
Bug,HIVE-11118,12840698,Load data query should validate file formats with destination tables,prasanth_j,prasanth_j,Major,Closed,Fixed,26/Jun/15 00:10,16/Feb/16 23:51,
Bug,HIVE-11102,12840367,ReaderImpl: getColumnIndicesFromNames does not work for some cases,sershe,gopalv,Major,Closed,Fixed,24/Jun/15 22:54,16/Feb/16 23:52,
Bug,HIVE-11058,12839220,Make alter_merge* tests (ORC only) stable across different OSes,prasanth_j,prasanth_j,Major,Resolved,Won't Fix,19/Jun/15 19:50,23/Jun/15 21:46,
Bug,HIVE-11051,12839022,"Hive 1.2.0  MapJoin w/Tez - LazyBinaryArray cannot be cast to [Ljava.lang.Object;",mmccline,gss2002,Critical,Closed,Fixed,19/Jun/15 01:28,10/May/16 07:49,
Bug,HIVE-11043,12838853,ORC split strategies should adapt based on number of files,gopalv,prasanth_j,Major,Closed,Fixed,18/Jun/15 16:45,16/Feb/16 23:51,
Bug,HIVE-11038,12838594,MiniTezCli tests are hanging,wzheng,wzheng,Blocker,Resolved,Done,17/Jun/15 21:36,18/Jun/15 00:33,
Bug,HIVE-11035,12838507,PPD: Orc Split elimination fails because filterColumns=[-1],prasanth_j,gopalv,Major,Resolved,Fixed,17/Jun/15 15:56,19/Jun/15 23:30,
Bug,HIVE-11031,12838341,ORC concatenation of old files can fail while merging column statistics,prasanth_j,prasanth_j,Critical,Resolved,Fixed,17/Jun/15 00:14,26/Jun/15 19:09,
Bug,HIVE-11023,12838213,Disable directSQL if datanucleus.identifierFactory = datanucleus2,sushanth,sushanth,Critical,Resolved,Fixed,16/Jun/15 16:26,19/Jun/15 03:24,
Bug,HIVE-11021,12838180,ObjectStore should call closeAll() on JDO query object to release the resources,aihuaxu,aihuaxu,Major,Resolved,Duplicate,16/Jun/15 14:20,16/Jun/15 14:33,
Bug,HIVE-10996,12837557,Aggregation / Projection over Multi-Join Inner Query producing incorrect results,jcamacho,gkowshik,Critical,Closed,Fixed,13/Jun/15 00:46,27/Feb/24 22:24,
Bug,HIVE-10974,12836659,Use Configuration::getRaw() for the Base64 data,gopalv,gopalv,Major,Closed,Fixed,09/Jun/15 21:03,16/Feb/16 23:49,
Bug,HIVE-10972,12836646,"DummyTxnManager always locks the current database in shared mode, which is incorrect.",aihuaxu,aihuaxu,Major,Closed,Fixed,09/Jun/15 20:37,01/Oct/19 22:07,
Bug,HIVE-10707,12829788,CBO: debug logging OOMs,gopalv,gopalv,Trivial,Closed,Fixed,14/May/15 06:18,16/Feb/16 23:51,
Bug,HIVE-10651,12828151,ORC file footer cache should be bounded,prasanth_j,mmokhtar,Minor,Closed,Fixed,07/May/15 22:01,16/Feb/16 23:50,
Bug,HIVE-10233,12818760,Hive on tez: memory manager for grace hash join,hagleitn,vikram.dixit,Major,Resolved,Fixed,07/Apr/15 00:14,08/Jul/15 00:32,
Bug,HIVE-10021,12783349,"""Alter index rebuild"" statements submitted through HiveServer2 fail when Sentry is enabled",aihuaxu,Richard Williams,Major,Closed,Fixed,19/Mar/15 19:55,16/Feb/16 23:53,
Bug,HIVE-9499,12770726,hive.limit.query.max.table.partition makes queries fail on non-partitioned tables,navis,AnLei,Major,Closed,Fixed,28/Jan/15 16:45,28/Nov/16 17:20,
Bug,HIVE-7428,12727720,OrcSplit fails to account for columnar projections in its size estimates,gopalv,gopalv,Major,Resolved,Duplicate,16/Jul/14 17:44,03/Nov/15 04:10,
Bug,HIVE-4413,12644338,Parse Exception : character '@' not supported while granting privileges to user in a Secure Cluster through hive client.,bolke,navmad,Major,Resolved,Not A Problem,24/Apr/13 11:43,18/Feb/16 14:18,
Bug,HIVE-4243,12639596,Fix column names in FileSinkOperator,omalley,omalley,Major,Closed,Fixed,28/Mar/13 15:02,02/May/21 01:37,
Bug,HIVE-1863,12493943,Boolean columns in Hive tables containing NULL are treated as FALSE by the Hive JDBC driver.,guylemar,guylemar,Major,Closed,Duplicate,23/Dec/10 04:02,22/Sep/15 11:41,23/Sep/15 00:00
